Date,Open_Price,High_Price,Low_Price,Close_Price,Volume,Moving_Avg_7,Moving_Avg_30,Volatility,RSI
1990-01-15,46361.32615413308,47099.647614596135,45616.26204894001,46905.1188025692,2969,46905.11880256921,46905.11880256919,0.06173322876679985,58.66561116526728
1990-01-16,46070.28015151218,47728.69947011019,44250.696626340556,47411.116159975594,3865,47411.116159975594,47411.11615997558,0.08256209996127334,62.47287281051285
1990-01-17,46852.596075466674,47902.02024856272,45391.537818091965,46207.925485438216,4213,46207.92548543821,46207.925485438216,0.021267108600138626,62.95195558887689
1990-01-18,45295.347070495205,46791.986996646025,43172.26570154155,46447.81726520663,3228,46447.817265206635,46447.81726520664,0.062369091013370424,41.03999652664745
1990-01-19,47001.82939903618,47644.120681626075,45316.68634640252,45926.41875754024,2255,45926.41875754024,45926.418757540225,0.055643512297396384,63.120630745399524
1990-01-20,45108.06237908678,47120.79921999053,43552.90800418019,45860.20274388479,4554,45860.202743884794,45860.2027438848,0.049437352780488615,36.25640437289571
1990-01-21,45003.728467609326,45823.25603615299,44376.14491826275,45748.08320991336,3731,45748.083209913355,45748.08320991338,0.029366070649041988,47.647700752198254
1990-01-22,46429.18787706058,47657.88393459683,45272.54858890628,45490.33166635649,1805,45490.331666356484,45490.331666356484,0.012885191818967386,61.35640483227972
1990-01-23,44978.05209841939,45652.058400282294,43941.56697217725,44794.72734143719,3629,44794.72734143719,44794.7273414372,0.05297983962086521,36.49690380765258
1990-01-24,44643.67541435195,46807.502774193395,43508.96597581973,45720.14894972246,4710,45720.14894972246,45720.148949722476,0.06008110546427252,43.72053305922826
1990-01-25,44996.62628617142,46612.70233685095,43976.25789116494,46150.64612469573,4796,46150.646124695726,46150.646124695726,0.02584784689027486,59.44696719377717
1990-01-26,46470.57256128346,48392.325262547456,45301.37232777528,47766.1845606923,1477,47766.184560692294,47766.18456069232,0.07240167034638477,41.025598477303994
1990-01-27,48359.88484086937,50585.39131629894,46658.29485394527,49992.4524864214,3106,49992.452486421396,49992.45248642142,0.05704091538234046,35.04989601682236
1990-01-28,49802.84188626028,50916.79632374472,48824.14595982554,49880.247562950026,3602,49880.24756295002,49880.247562950026,0.0979222910276569,50.08905190875483
1990-01-29,50681.55580944817,52948.07201963746,48459.26316884685,52360.6748725261,3134,52360.67487252609,52360.67487252612,0.09528394664674805,39.03588506676254
1990-01-30,52362.368195512914,54769.35376363155,51045.647986879296,53507.47587137673,3650,53507.47587137674,53507.47587137672,0.03689452750475272,36.7570599007451
1990-01-31,53383.117977224654,55698.39737797479,50925.23188303207,55113.09710062275,3910,55113.097100622734,55113.09710062274,0.010922767530518147,60.20864164614747
1990-02-01,54985.51234699354,57565.76580466557,54078.99262031132,54977.90423443105,4012,54977.90423443105,54977.90423443104,0.010274280139700954,38.271967277822405
1990-02-02,55004.31083337973,56752.31904688033,53369.50295344981,56748.14193751605,3382,56748.14193751605,56748.14193751607,0.0649318754031955,54.86969851155469
1990-02-03,56285.49310420307,58306.65454430253,55392.96118343724,56916.23235295676,2183,56916.232352956766,56916.232352956744,0.06879689701751159,64.0819414981508
1990-02-04,57362.341787184225,58878.46337182327,55103.08011461865,55784.58401500561,1644,55784.58401500561,55784.58401500559,0.032275519089431395,47.880512930322325
1990-02-05,56626.68032555725,57569.20217831634,55984.08718420501,56854.70533641433,4663,56854.70533641433,56854.705336414314,0.021859221993022947,55.053834391947035
1990-02-06,56217.545401999516,58532.848724376796,54536.69035272347,55249.86731001698,4630,55249.86731001699,55249.86731001696,0.015278764461502517,31.82814320266236
1990-02-07,55982.91346574112,58076.3059638038,54732.52331962842,57146.111874704526,3486,57146.11187470453,57146.11187470451,0.04546594230807633,40.73502442969629
1990-02-08,57039.71668904418,58162.06422813435,55637.800238967066,57069.33521560177,3541,57069.33521560177,57069.335215601786,0.08103955859688272,35.23178747360386
1990-02-09,56479.4081982685,57891.69836291116,55013.22607598937,56932.2516737229,2752,56932.25167372289,56932.251673722894,0.08747294932555162,45.41849939641467
1990-02-10,56566.57943953065,58688.06445072455,53745.72424998496,54441.978154447344,2180,54441.978154447344,54441.97815444736,0.02854625803582138,64.0383177082773
1990-02-11,53401.88210138345,55407.65225817148,52059.961903404896,54838.52091413795,2473,54838.52091413795,54838.520914137975,0.03771090562989595,57.744973935922175
1990-02-12,53885.058239831735,56120.075284034705,51869.977026016204,55480.6330255197,1294,55480.63302551971,55480.63302551972,0.03219415733027702,43.052047550086705
1990-02-13,55433.26683482759,58039.30728611995,54721.68570326607,55438.760696768266,3539,55438.76069676828,55438.76069676827,0.050598780100158836,63.56723253357114
1990-02-14,55284.930376849814,56301.46948537423,54113.869814553225,55099.93421584157,2634,55099.934215841575,55099.93421584157,0.038620427986609245,62.20440349139725
1990-02-15,55978.691000618324,58062.130127948076,54883.8986724567,56239.36061732326,2429,56239.36061732326,56239.36061732328,0.013872753234153866,33.18285022227065
1990-02-16,55523.50206071493,57221.117131889376,53993.085256539714,55072.15835062284,2506,55072.15835062285,55072.15835062283,0.04336994929244639,54.206660386181305
1990-02-17,54465.89323099753,55065.42880538031,52245.455620458946,53708.30730136549,4043,53708.30730136549,53708.3073013655,0.06337851300802125,30.573904392524728
1990-02-18,53074.36832519097,54873.86029054178,51268.322856872415,51732.880199021856,4811,51732.88019902185,51732.88019902186,0.01461361151023887,54.49996351356292
1990-02-19,52075.078493271474,53696.888839430074,49729.33059823077,50422.34925747981,2157,50422.349257479815,50422.34925747982,0.06928307436235796,33.975381003182
1990-02-20,50870.68130072137,52295.93901258547,50086.8421822309,50537.80685886916,1638,50537.80685886916,50537.80685886918,0.06564268481326524,43.71391950552285
1990-02-21,50428.065432667696,52817.342512934854,49387.74441466857,51414.474267273596,4753,51414.4742672736,51414.47426727361,0.032295340012750785,62.167845254190794
1990-02-22,52078.68289356151,53674.53369461345,50906.84281288577,51999.21435361948,2742,51999.214353619485,51999.214353619456,0.0439650945012749,49.856207862282275
1990-02-23,51461.15305003575,52337.374799093806,50136.01887406389,51558.927936985725,4871,51558.92793698573,51558.9279369857,0.05703911123364006,39.15524395967885
1990-02-24,50825.578349177995,51834.130766348986,50176.62835976947,51453.25988554479,3461,51453.25988554478,51453.25988554481,0.0998078296821875,32.909677402730445
1990-02-25,51358.07814373494,53504.51690308421,49383.74219225448,53072.891163817825,1052,53072.89116381783,53072.891163817825,0.05038742596677894,65.2328115977934
1990-02-26,53350.7466617257,55913.32285388876,52227.65340826707,52903.727031155686,3143,52903.72703115568,52903.72703115569,0.05787084084460142,30.583188511836067
1990-02-27,53648.94527708429,55849.194631550876,52956.98079671568,54611.07240722709,3715,54611.07240722708,54611.072407227075,0.029099449676614667,35.22570481699665
1990-02-28,55069.12804469585,56845.934272268554,52378.760200782934,54392.44578126664,4449,54392.44578126665,54392.44578126662,0.09577327982251731,41.17292721075802
1990-03-01,54874.53000226448,56341.27564374193,53623.46386965549,55846.515842691995,1230,55846.515842691995,55846.515842691995,0.05090291106107436,67.03173455549197
1990-03-02,56901.1497878352,57997.39254461636,54938.46072346038,57852.49685610988,4313,57852.49685610988,57852.496856109894,0.030618663232768198,59.53545474345782
1990-03-03,57406.109928577294,58574.97341848232,55971.85476848754,56733.73867199164,4450,56733.73867199163,56733.73867199166,0.09829405650034198,42.84630941791424
1990-03-04,57520.11852111305,58825.051860228545,55956.99491993434,57431.9094577384,4179,57431.9094577384,57431.909457738424,0.03517954820611422,65.51203040585696
1990-03-05,56936.14543660371,58100.00022908008,54804.26404128159,56915.59407504557,1896,56915.59407504556,56915.59407504556,0.02399136833770539,66.72577566205673
1990-03-06,58044.605459854385,60693.61252174405,56400.37618018471,60116.07294322623,4169,60116.072943226216,60116.07294322622,0.06244489485229295,34.97112375919481
1990-03-07,61152.09064794199,62228.74715019325,59861.70545719041,59878.83085617714,1274,59878.83085617714,59878.83085617712,0.0207606951865328,36.1187804755004
1990-03-08,59541.487846220305,61492.399451121746,57498.23506867035,61169.16100350173,1742,61169.16100350173,61169.16100350171,0.0992946217914114,44.14768244680158
1990-03-09,61097.46118788885,61999.37391207462,59648.74732385646,61896.04600821902,4153,61896.04600821902,61896.04600821902,0.023996772194742257,64.41927016161895
1990-03-10,62115.418912873494,64037.805194913744,59490.19592565577,63204.6525584786,2494,63204.65255847859,63204.65255847859,0.04675628079885842,57.04617637664505
1990-03-11,64269.53320617816,66855.48727247593,62848.52372597216,63399.32116691797,4813,63399.32116691797,63399.32116691796,0.09319028217292441,52.90091823613781
1990-03-12,63930.59321201893,67103.46322906263,61948.87453782137,64578.46437085476,4734,64578.46437085477,64578.464370854745,0.02242017229241119,47.031057822699935
1990-03-13,63292.73566715835,63942.91784492691,60642.7157792232,60709.06794388005,2447,60709.06794388005,60709.067943880065,0.0889076999048025,33.39924461652852
1990-03-14,59697.83975767896,62540.305557545675,58557.41591480399,58818.40690419211,2298,58818.40690419211,58818.406904192125,0.03696452522773311,51.909776670145696
1990-03-15,59636.0485454772,61377.52034713863,58346.8797193986,59552.43307440376,1357,59552.43307440377,59552.433074403765,0.07103139652236524,48.64690227888759
1990-03-16,59560.49024626161,60630.911582311746,56667.68432430654,57110.336862107295,2180,57110.33686210729,57110.33686210729,0.07523963063942257,53.533323246836225
1990-03-17,56787.52377399972,57652.275751989415,55669.44506388454,57581.699915994985,3072,57581.69991599499,57581.69991599497,0.09871080136038361,64.55666109501703
1990-03-18,57490.042443498896,58642.692853332424,55378.748958912205,56893.17540080524,3792,56893.175400805245,56893.17540080522,0.03540474720725094,53.81425778758587
1990-03-19,57673.48748613276,59499.07914681118,55631.22826393784,58926.21638107846,3689,58926.21638107846,58926.21638107844,0.039003440361039095,38.39936594100547
1990-03-20,59237.39811301768,61452.54847084925,56660.19000103537,59318.809500869174,1794,59318.80950086918,59318.80950086916,0.027342461966971862,53.11715280753293
1990-03-21,59810.31174509322,61034.201236482346,56875.87147960909,58716.71864417268,1124,58716.718644172666,58716.71864417267,0.0797631628895787,39.46490666160581
1990-03-22,59713.74255633317,62687.545410771905,57768.789563187784,61622.28519788463,4214,61622.285197884645,61622.285197884616,0.07160230039965398,63.35646962119825
1990-03-23,61522.83031136377,62247.87399411297,59049.41851195573,60244.46522635834,2873,60244.465226358334,60244.465226358334,0.02543158341237061,50.43513918908493
1990-03-24,59573.81938907053,60914.486247950714,58366.67348304089,58546.52133306833,1937,58546.521333068325,58546.52133306835,0.04905646183705021,38.93252265054716
1990-03-25,58373.35144237077,60538.64892088988,56622.60899702738,57619.310346601516,2940,57619.31034660152,57619.310346601516,0.047006172787230675,69.10145920131944
1990-03-26,57918.80285583982,60176.82875507759,56595.72829685233,58767.07749662558,2922,58767.077496625585,58767.07749662556,0.049636639650662284,56.895438031113315
1990-03-27,59119.40479106463,59978.57410809294,58199.33836171515,58538.063015772335,2942,58538.06301577233,58538.06301577233,0.0181844685100463,66.67290754416511
1990-03-28,57682.520419468565,59606.194802192804,54948.07913879253,57142.7934517841,4415,57142.793451784106,57142.79345178411,0.020295820143298834,40.47237561809793
1990-03-29,57946.636004009226,58854.88634556134,56499.1502182939,58493.81862521578,1052,58493.81862521578,58493.81862521576,0.017384936987488973,64.45771418592997
1990-03-30,57701.97951212554,58860.97708059924,57083.26200018233,57099.091650645816,2407,57099.09165064582,57099.091650645794,0.05972914903042914,63.511403952526905
1990-03-31,58010.39480743358,60806.58690764369,55881.274937310496,60455.96021066934,4315,60455.960210669335,60455.960210669335,0.04663667482378144,54.71233497616165
1990-04-01,59853.97055350862,62032.1423832435,58081.872874441724,59449.95518603355,4774,59449.955186033556,59449.955186033556,0.02885659042898865,35.32279589880069
1990-04-02,60571.08601466714,62142.91766846312,58051.16239218527,59726.006443476275,3789,59726.00644347629,59726.00644347628,0.08932594357167557,64.46401606823049
1990-04-03,58955.18284164566,60143.6195223547,56821.44532977452,58187.360878900414,3286,58187.36087890041,58187.36087890041,0.04386004154041847,57.61927128873933
1990-04-04,58396.44517282555,60236.50811755255,56055.41569721562,56930.8666708556,4428,56930.866670855605,56930.86667085558,0.060797404179600854,44.335718201192556
1990-04-05,56405.30726880769,57731.68991810623,54567.119103138764,57341.930698023774,2920,57341.93069802377,57341.930698023796,0.043650280307629685,59.610559338499066
1990-04-06,56970.82728171935,58279.66874173054,56167.30759154757,57318.20755862305,2941,57318.20755862305,57318.20755862305,0.03360541578601054,34.63093878229276
1990-04-07,58334.21126559532,61154.8955793351,56926.876110253696,57433.72142584137,1611,57433.72142584138,57433.72142584136,0.07904270648989978,49.22776365511332
1990-04-08,57795.24039914335,60485.67247971609,55771.63437057814,58305.076764689635,3584,58305.076764689635,58305.07676468961,0.012267126858376387,35.947728409581124
1990-04-09,57969.69024419043,58614.16697548161,55814.289443439666,57497.55180583793,3948,57497.55180583794,57497.551805837946,0.0880050200986389,43.121529165581336
1990-04-10,58295.08401546367,59377.310711061575,55575.726463790365,59077.64074159352,1693,59077.64074159351,59077.6407415935,0.08156159905624602,41.87063813549909
1990-04-11,58110.55091722925,60736.820002294815,56783.90431296561,56854.74077941063,3103,56854.74077941063,56854.74077941062,0.028729864883565152,43.38545530581129
1990-04-12,57514.942080784494,58309.48196512023,56068.46107452429,58286.869044635154,2438,58286.869044635154,58286.86904463517,0.03352533505913168,50.38254967000138
1990-04-13,58954.417237817936,59725.84593334286,57598.75276580537,58794.839238823464,2639,58794.83923882346,58794.83923882346,0.030688741686004627,58.0351469658622
1990-04-14,58356.27937049743,60051.973890679044,55581.29093829021,57713.24149869697,1388,57713.24149869697,57713.24149869699,0.02976980752300383,68.6196890142433
1990-04-15,58760.55082749305,61323.27124929673,56790.404987757174,58831.097636209946,3090,58831.09763620993,58831.09763620996,0.05952268215304962,54.364190646407636
1990-04-16,58086.9138601866,59365.552852121444,55245.48829906898,57076.52452057782,1906,57076.52452057781,57076.524520577834,0.01578917452672229,37.76187481905787
1990-04-17,57515.55379838967,58270.50123605286,54929.90828893129,56099.72708780011,4314,56099.72708780011,56099.72708780012,0.09575761576056997,53.04716552880516
1990-04-18,55425.6052438239,57980.9564834617,54328.49509774107,54544.15934453439,3282,54544.15934453439,54544.15934453439,0.07888806921705997,41.06067986951111
1990-04-19,54717.141840345146,57086.096718511355,53145.87862641152,53167.99062218731,4146,53167.99062218732,53167.990622187295,0.0713757682292278,56.02924578345606
1990-04-20,52969.41607621575,54674.28733800907,51475.97442094085,54598.045906154955,2517,54598.045906154955,54598.04590615494,0.010914949056680787,63.72324677303264
1990-04-21,54391.00550041114,55552.8073547027,53363.0026987457,54681.078128398956,3503,54681.07812839896,54681.07812839894,0.07440283080941208,59.486398027422396
1990-04-22,55029.39681976126,56382.65713146225,52456.32734186923,52469.20272077828,1539,52469.20272077829,52469.20272077828,0.07174592745112357,50.554141411777394
1990-04-23,51857.03848865273,53941.01129150473,51185.21259353568,51495.10800985448,1355,51495.108009854484,51495.10800985449,0.06359245357223936,43.16976116198714
1990-04-24,51896.62618516679,53128.03314119171,50093.26221532263,51569.01820400676,2589,51569.01820400677,51569.01820400677,0.011162333031354332,63.710483874739275
1990-04-25,52446.68899194662,53245.927638747155,50332.97093529175,51966.081586569526,3855,51966.08158656953,51966.08158656953,0.03634455780054971,65.82667629882334
1990-04-26,52443.916708210316,54102.77157150691,51503.81202059151,51788.25864686836,4670,51788.25864686835,51788.25864686837,0.016853036119357036,52.44915963766282
1990-04-27,51472.999746015535,52312.29182309809,49299.3025855318,49911.550849674415,1745,49911.55084967442,49911.55084967443,0.0880676645888215,39.785962442797405
1990-04-28,49570.17199567319,51940.07431585355,47715.047988357146,49903.204555606586,3076,49903.204555606586,49903.204555606564,0.09745783214218555,31.333392809125474
1990-04-29,50241.46417622252,51333.25909974791,48537.15022525191,50959.24510636002,4076,50959.24510636001,50959.24510636001,0.08248468680177498,38.014340335593545
1990-04-30,50673.010918036736,51769.18939570669,49592.69475399806,50748.350366477156,3067,50748.350366477156,50748.350366477156,0.061842875355284176,68.54612445008763
1990-05-01,49844.46310986509,51697.103779609526,48356.68659273494,49300.15246021683,4495,49300.15246021683,49300.152460216814,0.03867649305055421,40.63497632621852
1990-05-02,48832.231265156035,50704.754319300824,47111.94086318145,50056.24161695318,2900,50056.24161695317,50056.24161695318,0.016312311067674265,54.86844301081475
1990-05-03,50343.958180639376,52628.15678302378,48662.71242649336,51580.47424538674,3072,51580.47424538673,51580.47424538673,0.04832438120513129,35.42601380093365
1990-05-04,52011.34678067244,53117.13807855999,49696.39907689839,51817.52397819842,2501,51817.52397819842,51817.52397819842,0.06663841481276452,33.67007269020732
1990-05-05,52802.4075507059,54375.394787144105,50710.930062678795,51541.058976716886,1511,51541.058976716886,51541.05897671687,0.09384020772419356,37.0313697261747
1990-05-06,51893.03829246354,54243.24267648249,50922.72200496726,53673.63554309807,3690,53673.63554309808,53673.635543098055,0.032982496546523854,67.68295868645811
1990-05-07,54677.30408209618,57386.0876095617,53835.443889904614,54724.832806494895,3232,54724.832806494895,54724.83280649487,0.09177244765584594,47.17443978530058
1990-05-08,55021.36259749356,56955.244272273725,53098.95104396906,54188.41143838571,2609,54188.411438385716,54188.41143838571,0.03777914380269651,44.63574086763259
1990-05-09,54518.915446176965,56186.16279643989,53931.77671721988,54906.8308767208,3964,54906.83087672079,54906.83087672081,0.02987580134083942,30.132152808346557
1990-05-10,53971.16023075183,56460.48569570767,53093.816894465876,55531.43573315419,1826,55531.43573315419,55531.43573315419,0.065844108791307,41.057695781699266
1990-05-11,55197.48280933313,57402.97892356113,54192.03727437676,57000.99529725643,4459,57000.995297256435,57000.99529725642,0.07647487161912314,69.00513530928029
1990-05-12,56906.344121296155,58912.7170676531,55330.62930465919,57128.23626513839,2532,57128.23626513838,57128.23626513841,0.09105304651384483,33.06665795470265
1990-05-13,56866.36516652216,58803.878457528954,54370.92427241175,55335.57608901086,1381,55335.57608901086,55335.57608901084,0.04585069862367977,31.440265286043942
1990-05-14,54735.06027315803,56249.44384261295,53852.07730561928,55488.85756025714,2841,55488.85756025714,55488.85756025716,0.055983014482933025,30.994398837824573
1990-05-15,56230.828459207754,58617.82246565423,53470.52807945289,57106.03429460749,4263,57106.03429460748,57106.0342946075,0.029784188352558777,46.49955199648705
1990-05-16,58013.09978927143,60634.88810622986,57040.46807160196,58727.32227765539,2774,58727.322277655374,58727.32227765538,0.07621907571573194,51.17636226299539
1990-05-17,59498.5806187367,61431.03477805971,57852.89489233489,58147.85666043629,1486,58147.8566604363,58147.85666043631,0.03977031127374268,33.891419020564896
1990-05-18,59211.496130819025,61682.2869031981,57082.68749972772,58129.71958035881,3006,58129.71958035882,58129.71958035881,0.0599221852503386,50.73332286521993
1990-05-19,58695.91573229217,61357.00796646476,56785.07147842131,58839.57535082769,1977,58839.5753508277,58839.575350827705,0.02533212532565598,35.86658469590145
1990-05-20,58861.81146057891,59482.50032560695,56078.09693864416,57584.81859446043,1045,57584.81859446043,57584.81859446041,0.019751116406671036,57.108724460371214
1990-05-21,56869.36949525621,58033.702985473974,55029.147339985655,56355.2452700467,2139,56355.2452700467,56355.24527004668,0.0628754489624286,56.97136729642638
1990-05-22,56352.45572954845,58582.7709075014,53613.92746273721,54178.78276429344,1575,54178.782764293435,54178.78276429346,0.0658963894635407,55.87231203148785
1990-05-23,54698.78276798596,55359.48886655167,53317.57880912356,54092.926271305856,2917,54092.92627130587,54092.92627130586,0.01930290151383699,36.18480415188236
1990-05-24,54732.20687347058,56061.852076464835,52879.253781976055,53444.766057032924,4373,53444.766057032924,53444.76605703291,0.03618315913461037,52.424830886117476
1990-05-25,54070.392314614764,55125.45625216935,51803.44403217117,54451.87790599809,4977,54451.87790599809,54451.8779059981,0.06399307635024436,39.10501489546155
1990-05-26,53919.0714288931,54800.28777905086,52898.51057792805,54044.40947429477,2381,54044.409474294764,54044.409474294785,0.07866690555337337,35.73865326619612
1990-05-27,53070.30608166618,55560.07499852951,51940.02272399805,53167.19075545392,4289,53167.19075545391,53167.190755453914,0.046234442950671424,38.02294235414472
1990-05-28,54126.74181107916,55572.67984084701,53385.12400988457,54028.53250916135,2333,54028.53250916134,54028.53250916136,0.06274534751019685,56.7757194966787
1990-05-29,53638.12706108177,55799.7540229876,51529.41877215951,53403.717509400856,2849,53403.717509400856,53403.71750940084,0.03706730868531712,34.03925595429468
1990-05-30,54127.84030733765,54715.09844731039,52157.55215911769,52322.19578621891,2966,52322.19578621891,52322.195786218894,0.01900931081563552,54.26339597844229
1990-05-31,53318.09625487692,55084.966013583675,51333.728721133775,52347.30950940156,1819,52347.30950940156,52347.30950940158,0.044997265056036254,46.690756571566425
1990-06-01,52997.581420489354,54874.33567752273,52111.19778329642,52206.68954818466,4808,52206.689548184666,52206.68954818465,0.07486750030082195,48.635474543654325
1990-06-02,51734.39186030687,54178.11135304218,50124.6805804863,51573.04331565039,4749,51573.043315650386,51573.0433156504,0.06103048449510233,52.59633838631896
1990-06-03,50986.95583558834,51564.900653845114,50331.76209912604,51399.33834044744,2524,51399.338340447444,51399.33834044745,0.02398273005004427,67.09642452985341
1990-06-04,50527.29091512487,51998.02775200722,48376.00875025272,49774.10185874935,2339,49774.10185874935,49774.10185874934,0.054292792940196906,52.77619253932825
1990-06-05,49158.61135500838,51230.0328514544,46860.3438550915,51163.50796390579,2871,51163.507963905795,51163.507963905795,0.09137203304468272,66.97505355950076
1990-06-06,50174.71752618382,50995.947504253745,48013.51278500757,48347.455229278254,3032,48347.455229278254,48347.45522927824,0.08009461508206338,34.6689680734151
1990-06-07,48359.89939233188,49142.007271724724,46104.04672392146,47777.432098359095,3100,47777.432098359095,47777.432098359095,0.09202118523844323,32.03552351866576
1990-06-08,47930.57372856325,49560.64914919503,46676.41584596469,47094.86505362715,1483,47094.86505362716,47094.86505362716,0.05788910574535473,60.86608206211197
1990-06-09,47758.75136099962,49481.86938433546,45597.23008229124,49348.35630725495,3587,49348.356307254944,49348.35630725494,0.024530955812191522,65.2559097895207
1990-06-10,50292.25597948288,51187.01458005672,48380.93108026962,50681.32708888074,1279,50681.327088880746,50681.32708888075,0.06123354969651516,44.93562649116695
1990-06-11,50733.16645409087,51894.811801793025,48876.33147039246,50819.835638970915,1081,50819.83563897091,50819.8356389709,0.08098706262034683,46.29023975121655
1990-06-12,50026.90167087333,52184.448624136385,48098.34084821796,51969.088628010526,3487,51969.088628010526,51969.08862801054,0.07827324913298793,69.53729123093741
1990-06-13,51395.69875820995,53149.443918477584,49149.87716791371,51743.449865074836,4813,51743.449865074836,51743.449865074836,0.08256413666395826,31.472683409449225
1990-06-14,52686.641331224804,55284.663520221045,51446.65267712955,53659.80538547075,2658,53659.80538547075,53659.80538547077,0.025373302459260713,63.25352300575857
1990-06-15,53610.03760610458,55643.7048959152,52603.28062654996,55063.331940686876,1955,55063.33194068687,55063.33194068686,0.04181968842116377,60.92763372036818
1990-06-16,54456.49695165231,56438.38102025932,52326.111108620295,56074.554298385374,3230,56074.55429838538,56074.55429838536,0.03629279626120757,60.102857085637964
1990-06-17,55461.48148582438,56382.740026392654,53407.294293777624,54585.88415963486,4687,54585.884159634865,54585.88415963485,0.03153399675949087,50.459491942282554
1990-06-18,55513.2410225809,58248.56125680413,54221.79334529839,54996.32219517715,3938,54996.32219517715,54996.32219517716,0.015623170443850311,51.31779706972396
1990-06-19,55645.19392044672,57736.87365632528,54300.05433445126,56086.99653755712,3203,56086.99653755711,56086.99653755712,0.012576515668804118,57.299470309561514
1990-06-20,55843.773897116094,56989.42882210558,53427.3913378942,54309.01928952596,4839,54309.01928952597,54309.01928952595,0.04868335812167933,47.889904579450466
1990-06-21,53682.856907927155,54506.706190618264,51511.904936184634,53725.718485497644,4303,53725.718485497644,53725.718485497644,0.014256808216697961,63.836068299246946
1990-06-22,53911.507871717855,55502.26194825042,52980.82616293579,54175.29313427009,4101,54175.293134270105,54175.293134270076,0.021990263637825424,55.55673996505505
1990-06-23,55112.68035130411,56802.07527779631,52891.204913071924,55552.78096302045,4584,55552.78096302045,55552.780963020436,0.09645713937559651,35.39612639785701
1990-06-24,55516.96529828214,57406.05260400653,53177.95691525203,55557.24726942538,1540,55557.247269425374,55557.247269425374,0.09015451800881505,52.064315706904935
1990-06-25,55668.30059160613,57177.5956286581,54341.07716531426,55859.51386765199,1645,55859.51386765199,55859.51386765201,0.08762277350858554,57.88301475769552
1990-06-26,56563.42395432632,57359.71829743489,53772.353279571704,56419.99786269882,1535,56419.997862698816,56419.99786269881,0.027989733525678122,43.35549935255955
1990-06-27,57383.81265864103,59772.86754294493,54702.29719049295,55234.127883271496,3806,55234.127883271496,55234.12788327151,0.050329188753151594,30.199376373315747
1990-06-28,54758.06781561433,57100.01007715027,53592.056333108856,56530.03203236178,2812,56530.03203236178,56530.03203236176,0.04765705671955402,54.44138193153425
1990-06-29,56763.79367331668,59374.7518705438,54909.10952786139,58710.43006371865,3692,58710.430063718646,58710.43006371867,0.09680526585519415,53.68435026848884
1990-06-30,58844.27821226548,61734.881327057745,57726.88843497067,58111.62138491234,2715,58111.62138491234,58111.62138491235,0.08383795469635062,38.06801282523101
1990-07-01,58480.88721410097,59412.627929564944,57438.747355602296,57601.63619335111,3838,57601.636193351114,57601.63619335111,0.02585207698213903,46.975448354598946
1990-07-02,58535.14408367721,61315.63395176767,57076.89637389483,60522.388543000765,1514,60522.38854300078,60522.38854300075,0.0901292870659494,46.37799528391764
1990-07-03,60633.030138316804,61807.0326000291,58423.45929534234,61699.06834305511,2665,61699.0683430551,61699.06834305512,0.04618859684492958,62.16148467332413
1990-07-04,62016.63493819698,64670.427842815,60662.952168505435,60758.36598660092,2934,60758.36598660092,60758.36598660093,0.09434089629551119,33.72853944473348
